series_model,dealer,category,cars,manager,zone,date,month,state,city,qty_sold,sold_price,car_insurance,state_tax,consumer_family_status,consumer_profession,any_other_brand_preferred,year,month_num,total_revenue,total_cost_per_unit,total_cost,net_revenue,price_tier
KLV,BULWARD,SUPER,SANTRO,AJAY,WEST,2019-01-05,Jan,PB,LUDHIYANA,24,395352,43488.72,11860.56,SINGLE,SELF EMPLOYEED,YES,2019,1,9488448,55349.28,1328382.72,8160065.28,Mid-Range
KLV,BULWARD,SUPER,SANTRO,AJAY,WEST,2019-03-02,Mar,PB,PATIALA,24,395352,43488.72,11860.56,SINGLE,BUSINESS,YES,2019,3,9488448,55349.28,1328382.72,8160065.28,Mid-Range
KLV,NIKE,SUPER,SANTRO,AJAY,EAST,2019-03-30,Mar,DL,DWARKA,6,312010,14352.46,1148.1968,FAMILY,BUSINESS,NO,2019,3,1872060,15500.656799999999,93003.9408,1779056.0592,Mid-Range
KLV,NIKE,SUPER,SANTRO,AJAY,SOUTH,2019-05-23,May,DL,CP,54,312010,14352.46,1148.1968,FAMILY,JOB,NO,2019,5,16848540,15500.656799999999,837035.4672,16011504.5328,Mid-Range
KLV,BULWARD,SUPER,SANTRO,AJAY,WEST,2019-06-06,Jun,CHD,SECTOR 29,23,421813,29526.91,8436.26,SINGLE,BUSINESS,YES,2019,6,9701699,37963.17,873152.9099999999,8828546.09,Premium
KLV,AUTOCAT,EXTRA CLASS,SANTRO,AJAY,NORTH,2019-08-15,Aug,KEA,KOVALAM,25,317700,50832.0,3177.0,FAMILY,BUSINESS,YES,2019,8,7942500,54009.0,1350225.0,6592275.0,Mid-Range
KLV,AUTOCAT,SUPER,SANTRO,AJAY,WEST,2019-09-26,Sep,PB,AMR,7,395352,43488.72,11860.56,SINGLE,STUDENT,YES,2019,9,2767464,55349.28,387444.95999999996,2380019.04,Mid-Range
KLV,AUTOCAT,LUXURY,SANTRO,AJAY,SOUTH,2019-11-21,Nov,AP,AMARVATI,22,315400,37848.0,3154.0,FAMILY,BUSINESS,NO,2019,11,6938800,41002.0,902044.0,6036756.0,Mid-Range
KLV,MITUSHI,SUPER,SANTRO,AJAY,SOUTH,2019-12-03,Dec,HR,KAITHAL,24,337290,39125.64,1956.282,SINGLE,STUDENT,YES,2019,12,8094960,41081.922,985966.128,7108993.8719999995,Mid-Range
KLV,NIKE,BASIC,SANTRO,AJAY,WEST,2019-03-14,Mar,AP,HYDERABAD,14,225400,27048.0,2254.0,FAMILY,BUSINESS,NO,2019,3,3155600,29302.0,410228.0,2745372.0,Budget
KLV,NIKE,SUPER,SANTRO,AJAY,SOUTH,2019-04-27,Apr,KTK,UDUPAI,18,230000,16100.0,4600.0,SINGLE,JOB,NO,2019,4,4140000,20700.0,372600.0,3767400.0,Budget
KLV,NIKE,SUPER,SANTRO,AJAY,WEST,2019-05-25,May,AP,TENALI,10,345400,41448.0,3454.0,GIFT,BUSINESS,YES,2019,5,3454000,44902.0,449020.0,3004980.0,Mid-Range
KLV,NIKE,SUPER,SANTRO,AJAY,WEST,2019-07-20,Jul,CHD,SECTOR 29,11,341014,23870.98,6820.28,SPOUSE,BUSINESS,YES,2019,7,3751154,30691.26,337603.86,3413550.14,Mid-Range
KLV,NIKE,LUXURY,SANTRO,AJAY,WEST,2019-09-14,Sep,HR,KARNAL,11,427389,49577.124,2478.8562,SPOUSE,JOB,YES,2019,9,4701279,52055.980200000005,572615.7822,4128663.2177999998,Premium
PRIMUS,MITUSHI,BASIC,ALTO,ISHAL WALIA,SOUTH,2019-03-04,Mar,HR,PANIPAT,1,296080,34345.28,1717.264,SINGLE,BUSINESS,NO,2019,3,296080,36062.544,36062.544,260017.456,Mid-Range
PRIMUS,MITUSHI,LUXURY,ALTO,ISHAL WALIA,SOUTH,2019-04-01,Apr,RAJ,BIKANER,13,214020,4280.4,85.608,FAMILY,BUSINESS,NO,2019,4,2782260,4366.008,56758.104,2725501.896,Budget
PRIMUS,AUTOCAT,LUXURY,ALTO,ISHAL WALIA,WEST,2019-04-15,Apr,PB,AMR,9,249734,27470.74,7492.02,SINGLE,BUSINESS,YES,2019,4,2247606,34962.76,314664.84,1932941.16,Budget
PRIMUS,MITUSHI,LUXURY,ALTO,ISHAL WALIA,SOUTH,2018-04-29,Apr,CHD,SECTOR 29,10,341014,23870.98,6820.28,FAMILY,BUSINESS,YES,2018,4,3410140,30691.26,306912.6,3103227.4,Mid-Range
PRIMUS,AUTOCAT,BASIC,ALTO,ISHAL WALIA,NORTH,2019-06-10,Jun,HR,SONIPAT,12,296080,34345.28,1717.264,SINGLE,BUSINESS,YES,2019,6,3552960,36062.544,432750.52800000005,3120209.472,Mid-Range
PRIMUS,AUTOCAT,EXTRA CLASS,ALTO,ISHAL WALIA,SOUTH,2019-07-08,Jul,PB,AMR,0,249734,27470.74,7492.02,SINGLE,BUSINESS,YES,2019,7,0,34962.76,0.0,0.0,Budget
PRIMUS,NIKE,SUPER,ALTO,ISHAL WALIA,EAST,2019-08-19,Aug,ASM,GUWATI,14,231802,27816.24,2225.2992,FAMILY,BUSINESS,YES,2019,8,3245228,30041.539200000003,420581.54880000005,2824646.4512,Budget
PRIMUS,MITUSHI,LUXURY,ALTO,ISHAL WALIA,SOUTH,2019-09-18,Sep,RAJ,JAIPUR,8,214020,4280.4,85.608,SINGLE,BUSINESS,YES,2019,9,1712160,4366.008,34928.064,1677231.936,Budget
PRIMUS,AUTOCAT,BASIC,ALTO,ISHAL WALIA,WEST,2019-10-02,Oct,PB,PATIALA,6,249734,27470.74,7492.02,FAMILY,BUSINESS,YES,2019,10,1498404,34962.76,209776.56,1288627.44,Budget
PRIMUS,MITUSHI,SUPER,ALTO,ISHAL WALIA,SOUTH,2019-11-27,Nov,KTK,UDUPAI,7,230000,16100.0,4600.0,FAMILY,BUSINESS,YES,2019,11,1610000,20700.0,144900.0,1465100.0,Budget
PRIMUS,MITUSHI,LUXURY,ALTO,ISHAL WALIA,SOUTH,2019-12-25,Dec,KEA,VARKALA,13,227700,36432.0,2277.0,FAMILY,BUSINESS,YES,2019,12,2960100,38709.0,503217.0,2456883.0,Budget
PRIMUS,MITUSHI,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-03-04,Mar,HR,PANIPAT,1,337290,39125.64,1956.282,SINGLE,BUSINESS,NO,2019,3,337290,41081.922,41081.922,296208.078,Mid-Range
PRIMUS,NIKE,BASIC,SANTRO,ISHAL WALIA,EAST,2019-04-15,Apr,PB,AMR,9,395352,43488.72,11860.56,SINGLE,BUSINESS,YES,2019,4,3558168,55349.28,498143.52,3060024.48,Mid-Range
PRIMUS,BULWARD,BASIC,SANTRO,ISHAL WALIA,WEST,2019-06-22,Jun,CHD,SECTOR 1,12,421813,29526.91,8436.26,FAMILY,BUSINESS,NO,2019,6,5061756,37963.17,455558.04,4606197.96,Premium
PRIMUS,MITUSHI,BASIC,SANTRO,ISHAL WALIA,SOUTH,2019-07-06,Jul,ASM,HOJAI,4,321134,38536.08,3082.8864,SINGLE,BUSINESS,YES,2019,7,1284536,41618.966400000005,166475.86560000002,1118060.1343999999,Mid-Range
PRIMUS,NIKE,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-10-26,Oct,DL,DWARKA,7,312010,14352.46,1148.1968,FAMILY,BUSINESS,NO,2019,10,2184070,15500.656799999999,108504.5976,2075565.4024,Mid-Range
PRIMUS,AUTOCAT,LUXURY,BEAT,ISHAL WALIA,SOUTH EAST,2019-01-09,Jan,KTK,UDUPAI,10,350000,24500.0,7000.0,GIFT,BUSINESS,YES,2019,1,3500000,31500.0,315000.0,3185000.0,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,ISHAL WALIA,NORTH,2019-01-23,Jan,PB,PATIALA,10,422047,46425.17,12661.41,GIFT,BUSINESS,YES,2019,1,4220470,59086.58,590865.8,3629604.2,Premium
PRIMUS,AUTOCAT,SUPER,BEAT,ISHAL WALIA,SOUTH,2019-02-27,Feb,HR,AMBALA,1,427389,49577.124,2478.8562,GIFT,BUSINESS,YES,2019,2,427389,52055.980200000005,52055.980200000005,375333.0198,Premium
PRIMUS,AUTOCAT,LUXURY,BEAT,ISHAL WALIA,EAST,2019-11-17,Nov,KEA,KOVALAM,3,347700,55632.0,3477.0,GIFT,BUSINESS,NO,2019,11,1043100,59109.0,177327.0,865773.0,Mid-Range
PRIMUS,AUTOCAT,BASIC,BEAT,ISHAL WALIA,WEST,2019-12-01,Dec,KTK,UDUPAI,0,350000,24500.0,7000.0,GIFT,BUSINESS,YES,2019,12,0,31500.0,0.0,0.0,Mid-Range
PRIMUS,BULWARD,LUXURY,US18,ISHAL WALIA,WEST,2019-01-22,Jan,DL,DWARKA,2,792010,36432.46,2914.5968,SPOUSE,BUSINESS,YES,2019,1,1584020,39347.0568,78694.1136,1505325.8864,Premium
PRIMUS,BULWARD,LUXURY,US18,ISHAL WALIA,SOUTH,2019-03-26,Mar,KEA,KOCHI,9,797700,127632.0,7977.0,FAMILY,BUSINESS,NO,2019,3,7179300,135609.0,1220481.0,5958819.0,Premium
PRIMUS,NIKE,BASIC,US18,ISHAL WALIA,WEST,2019-05-04,May,CHD,SECTOR 5,9,812117,56848.19,16242.34,FAMILY,BUSINESS,NO,2019,5,7309053,73090.53,657814.77,6651238.23,Premium
PRIMUS,BULWARD,BASIC,US18,ISHAL WALIA,SOUTH,2019-08-09,Aug,KTK,AJAYPURA,2,800000,56000.0,16000.0,FAMILY,BUSINESS,YES,2019,8,1600000,72000.0,144000.0,1456000.0,Premium
PRIMUS,BULWARD,SUPER,US18,ISHAL WALIA,NORTH,2019-10-18,Oct,DL,CP,0,792010,36432.46,2914.5968,SINGLE,BUSINESS,YES,2019,10,0,39347.0568,0.0,0.0,Premium
PRIMUS,NIKE,SUPER,US18,ISHAL WALIA,WEST,2019-11-22,Nov,HR,SONIPAT,1,858644,99602.704,4980.1352,GIFT,BUSINESS,YES,2019,11,858644,104582.8392,104582.8392,754061.1608,Premium
PRIMUS,NIKE,BASIC,PUNTO,ISHAL WALIA,WEST,2019-08-17,Aug,KTK,BGLORE,2,350000,24500.0,7000.0,FAMILY,BUSINESS,YES,2019,8,700000,31500.0,63000.0,637000.0,Mid-Range
PRIMUS,NIKE,BASIC,PUNTO,ISHAL WALIA,WEST,2019-11-09,Nov,DL,DWARKA,3,342010,15732.46,1258.5968,GIFT,BUSINESS,NO,2019,11,1026030,16991.0568,50973.170399999995,975056.8296,Mid-Range
PRIMUS,AUTOCAT,BASIC,MARUTI 800,ISHAL WALIA,NORTH,2019-02-06,Feb,AP,AMARVATI,7,215400,25848.0,2154.0,FAMILY,BUSINESS,YES,2019,2,1507800,28002.0,196014.0,1311786.0,Budget
PRIMUS,NIKE,LUXURY,MARUTI 800,ISHAL WALIA,NORTH,2019-03-20,Mar,CHD,SECTOR 5,33,255519,17886.33,5110.38,FAMILY,BUSINESS,YES,2019,3,8432127,22996.710000000003,758891.43,7673235.57,Mid-Range
PRIMUS,NIKE,LUXURY,MARUTI 800,ISHAL WALIA,WEST,2019-04-10,Apr,ASM,GUWATI,14,221237,26548.44,2123.8752,SPOUSE,BUSINESS,NO,2019,4,3097318,28672.315199999997,401412.41279999993,2695905.5872,Budget
PRIMUS,NIKE,EXTRA CLASS,MARUTI 800,ISHAL WALIA,SOUTH,2019-05-13,May,CHD,SECTOR 4,14,255519,17886.33,5110.38,SINGLE,BUSINESS,YES,2019,5,3577266,22996.710000000003,321953.94000000006,3255312.06,Mid-Range
PRIMUS,NIKE,EXTRA CLASS,MARUTI 800,ISHAL WALIA,WEST,2019-12-16,Dec,RAJ,AJMER,4,204020,4080.4,81.608,SINGLE,BUSINESS,YES,2019,12,816080,4162.008,16648.032,799431.968,Budget
PRIMUS,NIKE,BASIC,BEATLE,ISHAL WALIA,SOUTH,2019-03-06,Mar,DL,DWARKA,11,222010,10212.46,816.9968,GIFT,BUSINESS,YES,2019,3,2442110,11029.4568,121324.0248,2320785.9752,Budget
PRIMUS,NIKE,BASIC,BEATLE,ISHAL WALIA,NORTH,2019-05-01,May,CHD,SECTOR 5,2,341014,23870.98,6820.28,GIFT,BUSINESS,YES,2019,5,682028,30691.26,61382.52,620645.48,Mid-Range
PRIMUS,BULWARD,LUXURY,BEATLE,ISHAL WALIA,SOUTH,2019-07-12,Jul,CHD,SECTOR 5,2,341014,23870.98,6820.28,FAMILY,BUSINESS,NO,2019,7,682028,30691.26,61382.52,620645.48,Mid-Range
PRIMUS,BULWARD,LUXURY,BEATLE,ISHAL WALIA,WEST,2019-08-09,Aug,ASM,HOJAI,11,231802,27816.24,2225.2992,SPOUSE,BUSINESS,NO,2019,8,2549822,30041.539200000003,330456.93120000005,2219365.0688,Budget
PRIMUS,BULWARD,BASIC,BEATLE,ISHAL WALIA,WEST,2019-11-01,Nov,AP,TIRUPATI,16,225400,27048.0,2254.0,FAMILY,BUSINESS,YES,2019,11,3606400,29302.0,468832.0,3137568.0,Budget
PRIMUS,BULWARD,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-07-24,Jul,KTK,BIDAR,11,230000,16100.0,4600.0,SPOUSE,BUSINESS,YES,2019,7,2530000,20700.0,227700.0,2302300.0,Budget
PRIMUS,AUTOCAT,LUXURY,HAWK,ISHAL WALIA,WEST,2019-05-12,May,CHD,SECTOR 4,10,341014,23870.98,6820.28,SINGLE,BUSINESS,YES,2019,5,3410140,30691.26,306912.6,3103227.4,Mid-Range
PRIMUS,AUTOCAT,EXTRA CLASS,HAWK,ISHAL WALIA,EAST,2019-09-15,Sep,CHD,SECTOR 29,13,341014,23870.98,6820.28,SINGLE,BUSINESS,YES,2019,9,4433182,30691.26,398986.38,4034195.62,Mid-Range
PRIMUS,MITUSHI,BASIC,ALTO,ISHAL WALIA,SOUTH,2019-01-07,Jan,HR,PANIPAT,10,296080,34345.28,1717.264,SINGLE,JOB,YES,2019,1,2960800,36062.544,360625.44,2600174.56,Mid-Range
PRIMUS,AUTOCAT,BASIC,ALTO,ISHAL WALIA,WEST,2019-02-18,Feb,KEA,KOCHI,18,227700,36432.0,2277.0,GIFT,JOB,YES,2019,2,4098600,38709.0,696762.0,3401838.0,Budget
PRIMUS,AUTOCAT,LUXURY,ALTO,ISHAL WALIA,WEST,2019-03-18,Mar,KTK,AJAYPURA,15,230000,16100.0,4600.0,SINGLE,JOB,YES,2019,3,3450000,20700.0,310500.0,3139500.0,Budget
PRIMUS,MITUSHI,LUXURY,ALTO,ISHAL WALIA,SOUTH,2019-05-27,May,KEA,KOLLAM,12,227700,36432.0,2277.0,FAMILY,JOB,NO,2019,5,2732400,38709.0,464508.0,2267892.0,Budget
PRIMUS,AUTOCAT,SUPER,ALTO,ISHAL WALIA,NORTH,2019-08-05,Aug,CHD,SECTOR 1,14,341014,23870.98,6820.28,SINGLE,JOB,YES,2019,8,4774196,30691.26,429677.63999999996,4344518.36,Mid-Range
PRIMUS,NIKE,LUXURY,ALTO,ISHAL WALIA,WEST,2019-08-27,Aug,PB,LUD,6,249734,27470.74,7492.02,SINGLE,JOB,YES,2019,8,1498404,34962.76,209776.56,1288627.44,Budget
PRIMUS,AUTOCAT,LUXURY,ALTO,ISHAL WALIA,SOUTH,2019-09-10,Sep,CHD,SECTOR 4,5,341014,23870.98,6820.28,GIFT,JOB,YES,2019,9,1705070,30691.26,153456.3,1551613.7,Mid-Range
PRIMUS,MITUSHI,BASIC,ALTO,ISHAL WALIA,WEST,2019-11-13,Nov,HR,AMBALA,9,296080,34345.28,1717.264,SINGLE,JOB,YES,2019,11,2664720,36062.544,324562.896,2340157.104,Mid-Range
PRIMUS,MITUSHI,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-01-07,Jan,HR,PANIPAT,2,337290,39125.64,1956.282,SINGLE,JOB,YES,2019,1,674580,41081.922,82163.844,592416.156,Mid-Range
PRIMUS,AUTOCAT,LUXURY,SANTRO,ISHAL WALIA,WEST,2019-02-18,Feb,KEA,KOCHI,12,317700,50832.0,3177.0,GIFT,JOB,YES,2019,2,3812400,54009.0,648108.0,3164292.0,Mid-Range
PRIMUS,NIKE,LUXURY,SANTRO,ISHAL WALIA,WEST,2019-04-27,Apr,KTK,AJAYPURA,10,320000,22400.0,6400.0,FAMILY,JOB,NO,2019,4,3200000,28800.0,288000.0,2912000.0,Mid-Range
PRIMUS,NIKE,LUXURY,SANTRO,ISHAL WALIA,NORTH,2019-11-09,Nov,CHD,SECTOR 5,13,421813,29526.91,8436.26,SPOUSE,JOB,YES,2019,11,5483569,37963.17,493521.20999999996,4990047.79,Premium
PRIMUS,AUTOCAT,LUXURY,BEAT,ISHAL WALIA,SOUTH,2019-01-02,Jan,HR,SONIPAT,3,427389,49577.124,2478.8562,FAMILY,JOB,NO,2019,1,1282167,52055.980200000005,156167.94060000003,1125999.0594,Premium
PRIMUS,AUTOCAT,SUPER,BEAT,ISHAL WALIA,SOUTH,2019-02-06,Feb,KEA,KOCHI,0,347700,55632.0,3477.0,SINGLE,JOB,NO,2019,2,0,59109.0,0.0,0.0,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,ISHAL WALIA,EAST,2019-02-20,Feb,PB,AMR,1,422047,46425.17,12661.41,SINGLE,JOB,NO,2019,2,422047,59086.58,59086.58,362960.42,Premium
PRIMUS,AUTOCAT,EXTRA CLASS,BEAT,ISHAL WALIA,WEST,2019-11-03,Nov,KTK,BIDAR,2,350000,24500.0,7000.0,SINGLE,JOB,NO,2019,11,700000,31500.0,63000.0,637000.0,Mid-Range
PRIMUS,AUTOCAT,BASIC,BEAT,ISHAL WALIA,SOUTH,2019-11-24,Nov,HR,AMBALA,1,427389,49577.124,2478.8562,SINGLE,JOB,YES,2019,11,427389,52055.980200000005,52055.980200000005,375333.0198,Premium
PRIMUS,BULWARD,LUXURY,US18,ISHAL WALIA,SOUTH,2019-01-01,Jan,AP,TENALI,0,795400,95448.0,7954.0,FAMILY,JOB,NO,2019,1,0,103402.0,0.0,0.0,Premium
PRIMUS,BULWARD,LUXURY,US18,ISHAL WALIA,NORTH,2019-02-12,Feb,HR,KARNAL,0,858644,99602.704,4980.1352,FAMILY,JOB,NO,2019,2,0,104582.8392,0.0,0.0,Premium
PRIMUS,BULWARD,LUXURY,US18,ISHAL WALIA,WEST,2019-03-05,Mar,CHD,SECTOR 29,15,812117,56848.19,16242.34,FAMILY,JOB,YES,2019,3,12181755,73090.53,1096357.95,11085397.05,Premium
PRIMUS,MITUSHI,SUPER,US18,ISHAL WALIA,WEST,2019-04-16,Apr,HR,PANIPAT,0,858644,99602.704,4980.1352,FAMILY,JOB,YES,2019,4,0,104582.8392,0.0,0.0,Premium
PRIMUS,BULWARD,BASIC,US18,ISHAL WALIA,NORTH,2019-05-31,May,ASM,TEZPUR,4,801379,96165.48,7693.2384,FAMILY,JOB,YES,2019,5,3205516,103858.7184,415434.8736,2790081.1264,Premium
PRIMUS,NIKE,BASIC,US18,ISHAL WALIA,WEST,2019-07-05,Jul,RAJ,BIKANER,5,784020,15680.4,313.608,FAMILY,JOB,NO,2019,7,3920100,15994.008,79970.04,3840129.96,Premium
PRIMUS,NIKE,BASIC,US18,ISHAL WALIA,WEST,2019-09-13,Sep,AP,VIZAG,2,795400,95448.0,7954.0,FAMILY,JOB,YES,2019,9,1590800,103402.0,206804.0,1383996.0,Premium
PRIMUS,BULWARD,LUXURY,PUNTO,ISHAL WALIA,NORTH,2019-03-20,Mar,RAJ,JAIPUR,2,334020,6680.4,133.608,FAMILY,JOB,NO,2019,3,668040,6814.008,13628.016,654411.984,Mid-Range
PRIMUS,AUTOCAT,BASIC,PUNTO,ISHAL WALIA,NORTH,2019-09-28,Sep,AP,TIRUPATI,4,345400,41448.0,3454.0,SINGLE,JOB,YES,2019,9,1381600,44902.0,179608.0,1201992.0,Mid-Range
PRIMUS,BULWARD,BASIC,PUNTO,ISHAL WALIA,SOUTH,2019-12-21,Dec,HR,PANIPAT,5,397405,46098.98,2304.949,SINGLE,JOB,YES,2019,12,1987025,48403.929000000004,242019.64500000002,1745005.355,Mid-Range
PRIMUS,AUTOCAT,BASIC,MARUTI 800,ISHAL WALIA,WEST,2019-01-16,Jan,KTK,BIDAR,2,220000,15400.0,4400.0,SINGLE,JOB,NO,2019,1,440000,19800.0,39600.0,400400.0,Budget
PRIMUS,NIKE,BASIC,MARUTI 800,ISHAL WALIA,WEST,2019-02-27,Feb,DL,DWARKA,0,212010,9752.46,780.1968,SPOUSE,JOB,NO,2019,2,0,10532.656799999999,0.0,0.0,Budget
PRIMUS,NIKE,EXTRA CLASS,MARUTI 800,ISHAL WALIA,WEST,2019-04-22,Apr,PB,LUD,22,316877,34856.47,9506.31,SINGLE,JOB,YES,2019,4,6971294,44362.78,975981.1599999999,5995312.84,Mid-Range
PRIMUS,NIKE,BASIC,BEATLE,ISHAL WALIA,WEST,2019-02-06,Feb,AP,AMARVATI,44,225400,27048.0,2254.0,SINGLE,JOB,NO,2019,2,9917600,29302.0,1289288.0,8628312.0,Budget
PRIMUS,NIKE,BASIC,BEATLE,ISHAL WALIA,WEST,2019-04-03,Apr,HR,KAITHAL,0,296080,34345.28,1717.264,SINGLE,JOB,YES,2019,4,0,36062.544,0.0,0.0,Mid-Range
PRIMUS,NIKE,SUPER,BEATLE,ISHAL WALIA,WEST,2019-05-29,May,ASM,TEZPUR,2,231802,27816.24,2225.2992,SINGLE,JOB,NO,2019,5,463604,30041.539200000003,60083.078400000006,403520.9216,Budget
PRIMUS,NIKE,SUPER,BEATLE,ISHAL WALIA,SOUTH,2019-06-26,Jun,RAJ,AJMER,2,214020,4280.4,85.608,SINGLE,JOB,NO,2019,6,428040,4366.008,8732.016,419307.984,Budget
PRIMUS,BULWARD,LUXURY,BEATLE,ISHAL WALIA,SOUTH,2019-10-04,Oct,KTK,UDUPAI,15,230000,16100.0,4600.0,SINGLE,JOB,NO,2019,10,3450000,20700.0,310500.0,3139500.0,Budget
PRIMUS,BULWARD,BASIC,SANTRO,ISHAL WALIA,WEST,2019-02-18,Feb,CHD,SECTOR 5,19,341014,23870.98,6820.28,FAMILY,JOB,YES,2019,2,6479266,30691.26,583133.94,5896132.0600000005,Mid-Range
PRIMUS,BULWARD,LUXURY,SANTRO,ISHAL WALIA,WEST,2019-06-26,Jun,RAJ,JODHPUR,13,214020,4280.4,85.608,FAMILY,JOB,NO,2019,6,2782260,4366.008,56758.104,2725501.896,Budget
PRIMUS,BULWARD,BASIC,HAWK,ISHAL WALIA,SOUTH,2019-02-10,Feb,CHD,SECTOR 29,13,341014,23870.98,6820.28,SINGLE,JOB,YES,2019,2,4433182,30691.26,398986.38,4034195.62,Mid-Range
PRIMUS,BULWARD,BASIC,HAWK,ISHAL WALIA,EAST,2019-03-17,Mar,RAJ,JAIPUR,17,214020,4280.4,85.608,FAMILY,JOB,NO,2019,3,3638340,4366.008,74222.136,3564117.864,Budget
PRIMUS,AUTOCAT,LUXURY,ALTO,ISHAL WALIA,WEST,2019-05-13,May,ASM,DIPHU,10,231802,27816.24,2225.2992,SINGLE,STUDENT,YES,2019,5,2318020,30041.539200000003,300415.39200000005,2017604.608,Budget
PRIMUS,MITUSHI,SUPER,ALTO,ISHAL WALIA,WEST,2019-07-22,Jul,KEA,KOVALAM,1,227700,36432.0,2277.0,FAMILY,STUDENT,YES,2019,7,227700,38709.0,38709.0,188991.0,Budget
PRIMUS,MITUSHI,BASIC,ALTO,ISHAL WALIA,SOUTH,2019-10-30,Oct,KEA,KOLLAM,4,227700,36432.0,2277.0,FAMILY,STUDENT,NO,2019,10,910800,38709.0,154836.0,755964.0,Budget
PRIMUS,NIKE,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-09-28,Sep,KTK,BIDAR,13,320000,22400.0,6400.0,FAMILY,STUDENT,NO,2019,9,4160000,28800.0,374400.0,3785600.0,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,ISHAL WALIA,WEST,2019-01-30,Jan,RAJ,BIKANER,1,334020,6680.4,133.608,SINGLE,STUDENT,YES,2019,1,334020,6814.008,6814.008,327205.992,Mid-Range
PRIMUS,NIKE,LUXURY,PUNTO,ISHAL WALIA,WEST,2019-02-06,Feb,ASM,DISPUR,22,352133,42255.96,3380.4768,SINGLE,STUDENT,YES,2019,2,7746926,45636.436799999996,1004001.6095999999,6742924.3904,Mid-Range
PRIMUS,NIKE,BASIC,BEATLE,ISHAL WALIA,NORTH,2019-01-09,Jan,KTK,AJAYPURA,44,230000,16100.0,4600.0,FAMILY,STUDENT,YES,2019,1,10120000,20700.0,910800.0,9209200.0,Budget
PRIMUS,BULWARD,BASIC,SANTRO,ISHAL WALIA,SOUTH,2019-01-21,Jan,KTK,AJAYPURA,14,230000,16100.0,4600.0,SINGLE,STUDENT,NO,2019,1,3220000,20700.0,289800.0,2930200.0,Budget
PRIMUS,BULWARD,BASIC,HAWK,ISHAL WALIA,WEST,2019-01-06,Jan,HR,KARNAL,13,427389,49577.124,2478.8562,FAMILY,STUDENT,YES,2019,1,5556057,52055.980200000005,676727.7426000001,4879329.2574,Premium
PRIMUS,MITUSHI,BASIC,ALTO,ISHAL WALIA,EAST,2019-06-24,Jun,PB,AMR,18,249734,27470.74,7492.02,FAMILY,SELF EMPLOYEED,YES,2019,6,4495212,34962.76,629329.68,3865882.32,Budget
PRIMUS,AUTOCAT,BASIC,SANTRO,ISHAL WALIA,SOUTH,2019-08-31,Aug,DL,DWARKA,0,312010,14352.46,1148.1968,FAMILY,SELF EMPLOYEED,YES,2019,8,0,15500.656799999999,0.0,0.0,Mid-Range
PRIMUS,NIKE,EXTRA CLASS,MARUTI 800,ISHAL WALIA,WEST,2019-06-03,Jun,ASM,GUWATI,13,221237,26548.44,2123.8752,FAMILY,SELF EMPLOYEED,YES,2019,6,2876081,28672.315199999997,372740.0976,2503340.9024,Budget
PRIMUS,BULWARD,BASIC,BEATLE,ISHAL WALIA,SOUTH,2019-11-29,Nov,DL,BADALPUR,15,222010,10212.46,816.9968,SINGLE,SELF EMPLOYEED,NO,2019,11,3330150,11029.4568,165441.852,3164708.148,Budget
PRIMUS,AUTOCAT,EXTRA CLASS,HAWK,ISHAL WALIA,SOUTH,2019-11-03,Nov,ASM,DHUBRI,20,231802,27816.24,2225.2992,FAMILY,SELF EMPLOYEED,YES,2019,11,4636040,30041.539200000003,600830.7840000001,4035209.216,Budget
KLV,AUTOCAT,BASIC,ALTO,ISHAL WALIA,WEST,2019-01-21,Jan,KTK,UDUPAI,12,230000,16100.0,4600.0,GIFT,BUSINESS,YES,2019,1,2760000,20700.0,248400.0,2511600.0,Budget
KLV,MITUSHI,BASIC,ALTO,ISHAL WALIA,SOUTH,2019-02-04,Feb,AP,VIZAG,12,225400,27048.0,2254.0,SINGLE,JOB,YES,2019,2,2704800,29302.0,351624.0,2353176.0,Budget
KLV,NIKE,SUPER,ALTO,ISHAL WALIA,SOUTH,2019-02-04,Feb,AP,VIZAG,45,315400,37848.0,3154.0,SINGLE,JOB,YES,2019,2,14193000,41002.0,1845090.0,12347910.0,Mid-Range
KLV,AUTOCAT,LUXURY,BEAT,ISHAL WALIA,WEST,2019-01-16,Jan,AP,AMARVATI,1,345400,41448.0,3454.0,SINGLE,SELF EMPLOYEED,YES,2019,1,345400,44902.0,44902.0,300498.0,Mid-Range
KLV,AUTOCAT,SUPER,BEAT,ISHAL WALIA,WEST,2019-02-13,Feb,RAJ,BIKANER,1,334020,6680.4,133.608,GIFT,BUSINESS,YES,2019,2,334020,6814.008,6814.008,327205.992,Mid-Range
KLV,AUTOCAT,EXTRA CLASS,BEAT,ISHAL WALIA,SOUTH,2019-11-10,Nov,AP,TIRUPATI,3,345400,41448.0,3454.0,SINGLE,JOB,YES,2019,11,1036200,44902.0,134706.0,901494.0,Mid-Range
